year,date,type,agencies_slug_uq,agencies_id_uq,agencies_acronym_uq,agency_names,agency_slugs,document_number,title,editorial_note,filing_type,json_url,indicator
2021,2021-01-26,Notice,state-department,476,DOS,State Department,state-department,2021-01581,Designation as a Specially Designated Global Terrorist: Niamat Hama Rahim Hama Sharif,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01581,0
2021,2021-01-26,Notice,state-department,476,DOS,State Department,state-department,2021-01782,"Agency Information Collection Activities; Proposals, Submissions, and Approvals: Training/Internship Placement Plan",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01782,0
2021,2021-01-26,Notice,state-department,476,DOS,State Department,state-department,2021-01811,"Agency Information Collection Activities; Proposals, Submissions, and Approvals: Family Liaison Office Professional Development Fellowship Application",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01811,0
2021,2021-01-26,Notice,transportation-department,492,DOT,Federal Highway Administration,federal-highway-administration,2021-01651,Final Federal Agency Actions: Proposed Highway in Utah,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01651,0
2021,2021-01-26,Notice,transportation-department,492,DOT,Pipeline and Hazardous Materials Safety Administration,pipeline-and-hazardous-materials-safety-administration,2021-01781,"Pipeline Safety: Request for Special Permit: Natural Gas Pipeline Company of America, LLC",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01781,0
2021,2021-01-26,Notice,treasury-department,497,TREAS,Treasury Department,treasury-department,2021-01723,"Agency Information Collection Activities; Proposals, Submissions, and Approvals: Treasury Foreign Currency Forms",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01723,0
2021,2021-01-26,Notice,treasury-department,497,TREAS,Treasury Department,treasury-department,2021-01732,"Agency Information Collection Activities; Proposals, Submissions, and Approvals: Return of Organization Exempt from Income Tax",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01732,0
2021,2021-01-26,Presidential Document,executive-office-of-the-president,538,EOP,Executive Office of the President,executive-office-of-the-president,2021-01922,U.S. Southern Border; Termination of Emergency and Redirection of Funds Diverted to Border Wall Construction (Proc. 10142),,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01922,0
2021,2021-01-26,Presidential Document,executive-office-of-the-president,538,EOP,Executive Office of the President,executive-office-of-the-president,2021-01923,COVID-19 Pandemic; Economic Relief (EO 14002),,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01923,0
2021,2021-01-26,Presidential Document,executive-office-of-the-president,538,EOP,Executive Office of the President,executive-office-of-the-president,2021-01924,Government Agencies and Employees: Federal Workforce; Protection Efforts (EO 14003),,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01924,0
2021,2021-01-26,Proposed Rule,commerce-department,54,DOC,National Oceanic and Atmospheric Administration,national-oceanic-and-atmospheric-administration,C1-2020-29006,Endangered and Threatened Species: Designation of Critical Habitat for the Beringia Distinct Population Segment of the Bearded Seal,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/C1-2020-29006,0
2021,2021-01-26,Proposed Rule,treasury-department,497,TREAS,Financial Crimes Enforcement Network,financial-crimes-enforcement-network,2021-01918,Requirements for Certain Transactions Involving Convertible Virtual Currency or Digital Assets,,special,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01918,0
2021,2021-01-26,Rule,farm-credit-administration,154,FCA,Farm Credit Administration,farm-credit-administration,2021-01796,Rules of Practice and Procedure: Adjusting Civil Money Penalties for Inflation,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01796,0
2021,2021-01-26,Rule,homeland-security-department,227,DHS,Coast Guard,coast-guard,2020-28710,"Drawbridge Operations: Old Fort Bayou, MS",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2020-28710,0
2021,2021-01-26,Rule,homeland-security-department,227,DHS,Coast Guard,coast-guard,2021-01103,"Drawbridge Operations: Bayou Sara, Saraland, AL",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01103,0
2021,2021-01-26,Rule,homeland-security-department,227,DHS,Coast Guard,coast-guard,2021-01104,"Drawbridge Operations: Mobile River, Hurricane, AL",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01104,0
2021,2021-01-26,Rule,veterans-affairs-department,520,VA,Veterans Affairs Department,veterans-affairs-department,2021-01904,Prosthetic and Rehabilitative Items and Services; Delayed Effective Date,"An agency letter requesting minor corrections to this document was received after placement on public inspection. The document will remain on public inspection through close of business January 28, 2021. A copy of the agency's letter is available for inspection at the Office of the Federal Register.",special,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01904,0
2021,2021-01-27,Notice,agriculture-department,12,USDA,Agriculture Department,agriculture-department,2021-01688,"Agency Information Collection Activities; Proposals, Submissions, and Approvals",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01688,0
2021,2021-01-27,Notice,agriculture-department,12,USDA,Agriculture Department,agriculture-department,2021-01881,"Agency Information Collection Activities; Proposals, Submissions, and Approvals",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01881,0
2021,2021-01-27,Notice,civil-rights-commission,52,CRC,Civil Rights Commission,civil-rights-commission,2021-01843,Meetings: New Jersey Advisory Committee,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01843,0
2021,2021-01-27,Notice,civil-rights-commission,52,CRC,Civil Rights Commission,civil-rights-commission,2021-01846,Meetings: Washington Advisory Committee,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01846,0
2021,2021-01-27,Notice,commerce-department,54,DOC,International Trade Administration,international-trade-administration,2021-01799,"Antidumping or Countervailing Duty Investigations, Orders, or Reviews: Certain Oil Country Tubular Goods from the Socialist Republic of Vietnam",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01799,0
2021,2021-01-27,Notice,commerce-department,54,DOC,International Trade Administration,international-trade-administration,2021-01801,"Antidumping or Countervailing Duty Investigations, Orders, or Reviews: Polyethylene Terephthalate Resin from the Sultanate of Oman",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01801,0
2021,2021-01-27,Notice,commerce-department,54,DOC,International Trade Administration,international-trade-administration,2021-01802,"Agency Information Collection Activities; Proposals, Submissions, and Approvals: Special American Business Internship Training Participant Application, Participant Survey, Alumni Survey",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01802,0
2021,2021-01-27,Notice,commerce-department,54,DOC,National Oceanic and Atmospheric Administration,national-oceanic-and-atmospheric-administration,2021-01856,"Agency Information Collection Activities; Proposals, Submissions, and Approvals: A Coastal Management Needs Assessment and Market Analysis for Financing Resilience",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01856,0
2021,2021-01-27,Notice,commerce-department,54,DOC,International Trade Administration,international-trade-administration,2021-01905,"Antidumping or Countervailing Duty Investigations, Orders, or Reviews: Drawn Stainless Steel Sinks from the People's Republic of China",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01905,0
2021,2021-01-27,Notice,commerce-department,54,DOC,International Trade Administration,international-trade-administration,2021-01906,"Antidumping or Countervailing Duty Investigations, Orders, or Reviews: Glycine from the People's Republic of China",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01906,0
2021,2021-01-27,Notice,commerce-department,54,DOC,Foreign-Trade Zones Board,foreign-trade-zones-board,2021-01908,"Approval of Subzone Status: JJS Transportation and Distribution Co Inc.; Valley Stream, NY",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01908,0
2021,2021-01-27,Notice,commerce-department,54,DOC,International Trade Administration,international-trade-administration,2021-01909,"Antidumping or Countervailing Duty Investigations, Orders, or Reviews: Certain Steel Grating from the People's Republic of China",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01909,0
2021,2021-01-27,Notice,commerce-department,54,DOC,International Trade Administration,international-trade-administration,2021-01910,"Antidumping or Countervailing Duty Investigations, Orders, or Reviews: Certain Steel Nails from the Sultanate of Oman",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01910,0
2021,2021-01-27,Notice,commodity-futures-trading-commission,77,CFTC,Commodity Futures Trading Commission,commodity-futures-trading-commission,2021-01839,"Agency Information Collection Activities; Proposals, Submissions, and Approvals: Whistleblower Provision",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01839,0
2021,2021-01-27,Notice,commodity-futures-trading-commission,77,CFTC,Commodity Futures Trading Commission,commodity-futures-trading-commission,2021-01841,"Agency Information Collection Activities; Proposals, Submissions, and Approvals",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01841,0
2021,2021-01-27,Notice,commodity-futures-trading-commission,77,CFTC,Commodity Futures Trading Commission,commodity-futures-trading-commission,2021-01911,"Agency Information Collection Activities; Proposals, Submissions, and Approvals",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01911,0
2021,2021-01-27,Notice,defense-department,103,DOD,Engineers Corps,engineers-corps,2021-01828,Sabine Neches Navigation District User Fee,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01828,0
2021,2021-01-27,Notice,defense-department,103,DOD,Defense Department,defense-department,C1-2020-29193,"Agency Information Collection Activities; Proposals, Submissions, and Approvals",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/C1-2020-29193,0
2021,2021-01-27,Notice,defense-department,103,DOD,Defense Department,defense-department,C1-2020-29208,"Agency Information Collection Activities; Proposals, Submissions, and Approvals",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/C1-2020-29208,0
2021,2021-01-27,Notice,defense-department,103,DOD,Defense Department,defense-department,C1-2020-29209,"Agency Information Collection Activities; Proposals, Submissions, and Approvals",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/C1-2020-29209,0
2021,2021-01-27,Notice,defense-department,103,DOD,Defense Department,defense-department,C1-2020-29210,"Agency Information Collection Activities; Proposals, Submissions, and Approvals",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/C1-2020-29210,0
2021,2021-01-27,Notice,delaware-river-basin-commission,112,DRBC,Delaware River Basin Commission,delaware-river-basin-commission,2021-01937,Public Hearing,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01937,0
2021,2021-01-27,Notice,education-department,126,ED,Education Department,education-department,2021-01878,"Agency Information Collection Activities; Proposals, Submissions, and Approvals: Asian American and Native American Pacific Islander-Serving Institutions Program Application",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01878,0
2021,2021-01-27,Notice,education-department,126,ED,Education Department,education-department,2021-01985,Meetings: National Advisory Committee on Institutional Quality and Integrity,"An agency letter requesting the withdrawal of this document was received after placement on public inspection. The document will remain on public inspection through close of business January 29, 2021. A copy of the agency's letter is available for inspection at the Office of the Federal Register.",special,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01985,1
2021,2021-01-27,Notice,education-department,126,ED,Education Department,education-department,2021-02002,Privacy Act; Matching Program,,special,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-02002,0
2021,2021-01-27,Notice,energy-department,136,DOE,Federal Energy Regulatory Commission,federal-energy-regulatory-commission,2021-01869,"Environmental Assessments; Availability, etc.: Village of Gouverneur, NY",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01869,0
2021,2021-01-27,Notice,energy-department,136,DOE,Federal Energy Regulatory Commission,federal-energy-regulatory-commission,2021-01870,Combined Filings,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01870,0
2021,2021-01-27,Notice,energy-department,136,DOE,Federal Energy Regulatory Commission,federal-energy-regulatory-commission,2021-01871,"Request under Blanket Authorization: Southern Star Central Gas Pipeline, Inc.",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01871,0
2021,2021-01-27,Notice,energy-department,136,DOE,Federal Energy Regulatory Commission,federal-energy-regulatory-commission,2021-01872,"Request under Blanket Authorization: Transcontinental Gas Pipe Line Co., LLC",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01872,0
2021,2021-01-27,Notice,energy-department,136,DOE,Federal Energy Regulatory Commission,federal-energy-regulatory-commission,2021-01873,Combined Filings,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01873,0
2021,2021-01-27,Notice,energy-department,136,DOE,Federal Energy Regulatory Commission,federal-energy-regulatory-commission,2021-01874,"Request under Blanket Authorization: Gulf South Pipeline Co., LLC",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01874,0
2021,2021-01-27,Notice,energy-department,136,DOE,Federal Energy Regulatory Commission,federal-energy-regulatory-commission,2021-01875,"Request under Blanket Authorization: Transcontinental Gas Pipe Line Co., LLC",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01875,0
2021,2021-01-27,Notice,energy-department,136,DOE,Federal Energy Regulatory Commission,federal-energy-regulatory-commission,2021-01876,Records Governing Off-the-Record Communications,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01876,0
2021,2021-01-27,Notice,energy-department,136,DOE,Federal Energy Regulatory Commission,federal-energy-regulatory-commission,2021-01877,"Application: Midwest Hydro, LLC",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01877,0
2021,2021-01-27,Notice,federal-reserve-system,188,FRS,Federal Reserve System,federal-reserve-system,2021-01893,Proposals to Engage in or to Acquire Companies Engaged in Permissible Nonbanking Activities,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01893,0
2021,2021-01-27,Notice,federal-trade-commission,192,FTC,Federal Trade Commission,federal-trade-commission,2021-01697,"Proposed Consent Order: Flo Health, Inc.",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01697,0
2021,2021-01-27,Notice,health-and-human-services-department,221,HHS,Centers for Disease Control and Prevention,centers-for-disease-control-and-prevention,2021-01691,"Agency Information Collection Activities; Proposals, Submissions, and Approvals",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01691,0
2021,2021-01-27,Notice,health-and-human-services-department,221,HHS,Centers for Disease Control and Prevention,centers-for-disease-control-and-prevention,2021-01692,"Agency Information Collection Activities; Proposals, Submissions, and Approvals",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01692,0
2021,2021-01-27,Notice,health-and-human-services-department,221,HHS,Health Resources and Services Administration,health-resources-and-services-administration,2021-01879,Meetings: Advisory Committee on Childhood Vaccines,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01879,0
2021,2021-01-27,Notice,health-and-human-services-department,221,HHS,Centers for Disease Control and Prevention,centers-for-disease-control-and-prevention,2021-01888,"Meetings: Advisory Board on Radiation and Worker Health, Subcommittee on Dose Reconstruction Review, National Institute for Occupational Safety and Health; Correction",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01888,0
2021,2021-01-27,Notice,health-and-human-services-department,221,HHS,Centers for Disease Control and Prevention,centers-for-disease-control-and-prevention,2021-01889,"Meetings: Advisory Board on Radiation and Worker Health, National Institute for Occupational Safety and Health; Correction",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01889,0
2021,2021-01-27,Notice,health-and-human-services-department,221,HHS,Centers for Medicare & Medicaid Services,centers-for-medicare-medicaid-services,2021-01896,"Agency Information Collection Activities; Proposals, Submissions, and Approvals:",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01896,0
2021,2021-01-27,Notice,health-and-human-services-department,221,HHS,Centers for Disease Control and Prevention,centers-for-disease-control-and-prevention,2021-01912,"Agency Information Collection Activities; Proposals, Submissions, and Approvals",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01912,0
2021,2021-01-27,Notice,health-and-human-services-department,221,HHS,Centers for Disease Control and Prevention,centers-for-disease-control-and-prevention,2021-01913,"Agency Information Collection Activities; Proposals, Submissions, and Approvals",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01913,0
2021,2021-01-27,Notice,health-and-human-services-department,221,HHS,Centers for Disease Control and Prevention,centers-for-disease-control-and-prevention,2021-01914,"Agency Information Collection Activities; Proposals, Submissions, and Approvals",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01914,0
2021,2021-01-27,Notice,health-and-human-services-department,221,HHS,Centers for Disease Control and Prevention,centers-for-disease-control-and-prevention,2021-01915,"Agency Information Collection Activities; Proposals, Submissions, and Approvals",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01915,0
2021,2021-01-27,Notice,health-and-human-services-department,221,HHS,Centers for Disease Control and Prevention,centers-for-disease-control-and-prevention,2021-01916,"Agency Information Collection Activities; Proposals, Submissions, and Approvals",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01916,0
2021,2021-01-27,Notice,health-and-human-services-department,221,HHS,Centers for Disease Control and Prevention,centers-for-disease-control-and-prevention,2021-01917,"Agency Information Collection Activities; Proposals, Submissions, and Approvals",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01917,0
2021,2021-01-27,Notice,interior-department,253,DOI,National Park Service,national-park-service,2021-01897,"Inventory Completion: Geneva Historical Society, Geneva, NY",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01897,0
2021,2021-01-27,Notice,interior-department,253,DOI,National Park Service,national-park-service,2021-01898,"Repatriation of Cultural Items: Tennessee Valley Authority, Knoxville, TN",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01898,0
2021,2021-01-27,Notice,interior-department,253,DOI,National Park Service,national-park-service,2021-01899,"Repatriation of Cultural Items: Geneva Historical Society, Geneva, NY",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01899,0
2021,2021-01-27,Notice,interior-department,253,DOI,National Park Service,national-park-service,2021-01900,"Inventory Completion: Museum of Ojibwa Culture and Marquette Mission Park - City of St. Ignace, St. Ignace, MI",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01900,0
2021,2021-01-27,Notice,interior-department,253,DOI,National Park Service,national-park-service,2021-01901,"Inventory Completion: Indiana University, Bloomington, IN; Correction",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01901,0
2021,2021-01-27,Notice,interior-department,253,DOI,National Park Service,national-park-service,2021-01902,"Inventory Completion: U.S. Department of Interior, Fish and Wildlife Service, Alaska Region, Anchorage, AK",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01902,0
2021,2021-01-27,Notice,interior-department,253,DOI,National Park Service,national-park-service,2021-01903,"Repatriation of Cultural Items: Tennessee Valley Authority, Knoxville, TN",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01903,0
2021,2021-01-27,Notice,international-trade-commission,262,ITC,International Trade Commission,international-trade-commission,2021-01607,Complaint: Certain Portable Battery Jump Starters and Components Thereof,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01607,0
2021,2021-01-27,Notice,international-trade-commission,262,ITC,International Trade Commission,international-trade-commission,2021-01800,"Investigations; Determinations, Modifications, and Rulings, etc.: Non-Refillable Steel Cylinders from China",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01800,0
2021,2021-01-27,Notice,international-trade-commission,262,ITC,International Trade Commission,international-trade-commission,2021-01844,"Investigations; Determinations, Modifications, and Rulings, etc.: Certain Motorized Self-Balancing Vehicles",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01844,0
2021,2021-01-27,Notice,international-trade-commission,262,ITC,International Trade Commission,international-trade-commission,2021-01845,"Investigations; Determinations, Modifications, and Rulings, etc.: Crepe Paper from China",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01845,0
2021,2021-01-27,Notice,international-trade-commission,262,ITC,International Trade Commission,international-trade-commission,2021-01892,Complaint: Certain IP Camera Systems Including Video Doorbells  and Components Thereof,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01892,0
2021,2021-01-27,Notice,justice-department,268,DOJ,Justice Department,justice-department,2021-01538,Proposed Consent Decree: Clean Air Act,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01538,0
2021,2021-01-27,Notice,justice-department,268,DOJ,Justice Department,justice-department,2021-01605,Proposed Consent Decree: CERCLA,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01605,0
2021,2021-01-27,Notice,justice-department,268,DOJ,Justice Department,justice-department,2021-01806,Proposed Consent Decree: Clean Air Act,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01806,0
2021,2021-01-27,Notice,justice-department,268,DOJ,Justice Department,justice-department,2021-01829,Proposed Consent Decree: Clean Air Act,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01829,0
2021,2021-01-27,Notice,justice-department,268,DOJ,Justice Department,justice-department,2021-01862,Proposed Consent Decree: CERCLA; Clean Water Act; Oil Pollution Act,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01862,0
2021,2021-01-27,Notice,justice-department,268,DOJ,Federal Bureau of Investigation,federal-bureau-of-investigation,2021-01882,"Agency Information Collection Activities; Proposals, Submissions, and Approvals: Crime Data Explorer Feedback Survey",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01882,0
2021,2021-01-27,Notice,justice-department,268,DOJ,Federal Bureau of Investigation,federal-bureau-of-investigation,2021-01884,"Agency Information Collection Activities; Proposals, Submissions, and Approvals: Hate Crime Incident Report",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01884,0
2021,2021-01-27,Notice,justice-department,268,DOJ,Drug Enforcement Administration,drug-enforcement-administration,2021-01885,Importer of Controlled Substances Application: Indigenous Peyote Conservation Initiative,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01885,0
2021,2021-01-27,Notice,justice-department,268,DOJ,Antitrust Division,antitrust-division,2021-01890,Changes under the National Cooperative Research and Production Act: Border Security Technology Consortium,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01890,0
2021,2021-01-27,Notice,justice-department,268,DOJ,Antitrust Division,antitrust-division,2021-01894,"Changes under the National Cooperative Research and Production Act: ODVA, Inc.",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01894,0
2021,2021-01-27,Notice,justice-department,268,DOJ,Antitrust Division,antitrust-division,2021-01895,"Changes under the National Cooperative Research and Production Act: Subcutaneous Drug Development and Delivery Consortium, Inc.",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01895,0
2021,2021-01-27,Notice,labor-department,271,DOL,Labor Statistics Bureau,labor-statistics-bureau,2021-01696,"Agency Information Collection Activities; Proposals, Submissions, and Approvals",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01696,0
2021,2021-01-27,Notice,labor-department,271,DOL,Labor Statistics Bureau,labor-statistics-bureau,2021-01855,"Agency Information Collection Activities; Proposals, Submissions, and Approvals",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01855,0
2021,2021-01-27,Notice,management-and-budget-office,280,OMB,Management and Budget Office,management-and-budget-office,2021-01568,Final Sequestration Report to the President and Congress for Fiscal Year 2021,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01568,0
2021,2021-01-27,Notice,management-and-budget-office,280,OMB,Management and Budget Office,management-and-budget-office,2021-01868,Memorandum for the Heads of Executive Departments and Agencies,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01868,0
2021,2021-01-27,Notice,national-science-foundation,366,NSF,National Science Foundation,national-science-foundation,2021-02084,Meetings; Sunshine Act,,special,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-02084,0
2021,2021-01-27,Notice,personnel-management-office,406,OPM,Personnel Management Office,personnel-management-office,2021-01825,Meetings: Federal Prevailing Rate Advisory Committee,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01825,0
2021,2021-01-27,Notice,personnel-management-office,406,OPM,Personnel Management Office,personnel-management-office,2021-01826,"Agency Information Collection Activities; Proposals, Submissions, and Approvals: Annuity Supplement Earnings Report",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01826,0
2021,2021-01-27,Notice,personnel-management-office,406,OPM,Personnel Management Office,personnel-management-office,2021-01861,"Agency Information Collection Activities; Proposals, Submissions, and Approvals: It's Time to Sign Up for Direct Deposit or Direct Express",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01861,0
2021,2021-01-27,Notice,securities-and-exchange-commission,466,SEC,Securities and Exchange Commission,securities-and-exchange-commission,2021-01816,"Agency Information Collection Activities; Proposals, Submissions, and Approvals",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01816,0
2021,2021-01-27,Notice,securities-and-exchange-commission,466,SEC,Securities and Exchange Commission,securities-and-exchange-commission,2021-01830,"Self-Regulatory Organizations; Proposed Rule Changes: Cboe C2 Exchange, Inc.",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01830,0
2021,2021-01-27,Notice,securities-and-exchange-commission,466,SEC,Securities and Exchange Commission,securities-and-exchange-commission,2021-01831,"Self-Regulatory Organizations; Proposed Rule Changes: NYSE Arca, Inc.",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01831,0
2021,2021-01-27,Notice,securities-and-exchange-commission,466,SEC,Securities and Exchange Commission,securities-and-exchange-commission,2021-01833,"Self-Regulatory Organizations; Proposed Rule Changes: Cboe EDGX Exchange, Inc.",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01833,0
2021,2021-01-27,Notice,securities-and-exchange-commission,466,SEC,Securities and Exchange Commission,securities-and-exchange-commission,2021-01834,"Self-Regulatory Organizations; Proposed Rule Changes: Cboe Exchange, Inc.",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01834,0
2021,2021-01-27,Notice,securities-and-exchange-commission,466,SEC,Securities and Exchange Commission,securities-and-exchange-commission,2021-01835,"Self-Regulatory Organizations; Proposed Rule Changes: Cboe BZX Exchange, Inc.",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01835,0
2021,2021-01-27,Notice,securities-and-exchange-commission,466,SEC,Securities and Exchange Commission,securities-and-exchange-commission,2021-01836,"Self-Regulatory Organizations; Proposed Rule Changes: Cboe EDGX Exchange, Inc.",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01836,0
2021,2021-01-27,Notice,securities-and-exchange-commission,466,SEC,Securities and Exchange Commission,securities-and-exchange-commission,2021-01837,Self-Regulatory Organizations; Proposed Rule Changes: BOX Exchange LLC,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01837,0
2021,2021-01-27,Notice,social-security-administration,470,SSA,Social Security Administration,social-security-administration,2021-01886,"Agency Information Collection Activities; Proposals, Submissions, and Approvals",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01886,0
2021,2021-01-27,Notice,state-department,476,DOS,State Department,state-department,2021-01887,Culturally Significant Objects Imported for Exhibition: Alice Neel: People Come First,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01887,0
2021,2021-01-27,Notice,state-department,476,DOS,State Department,state-department,2021-01907,Culturally Significant Objects Imported for Exhibition: Hockney-Van Gogh:  The Joy of Nature,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01907,0
2021,2021-01-27,Notice,state-department,476,DOS,State Department,state-department,2021-01920,Culturally Significant Objects Imported for Exhibition: Calder - Picasso,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01920,0
2021,2021-01-27,Notice,surface-transportation-board,481,STB,Surface Transportation Board,surface-transportation-board,2021-01891,"Continuance in Control Exemption: Paul Didelius; RYAL, LLC",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01891,0
2021,2021-01-27,Notice,transportation-department,492,DOT,Transportation Department,transportation-department,2021-01807,Solicitation for Award: Annual Combating Human Trafficking in Transportation Impact Award,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01807,0
